,all,also,and,and the,are,bank,been,between,but,can,capital,countries,economic,economics,economy,financial,for,for the,from,from the,government,had,has,have,his,income,its,market,may,money,more,new,not,one,other,policy,price,rate,reserve,retrieved,social,some,states,such,tax,than,that,that the,the,their,theory,there,these,they,this,trade,united,was,were,when,which,with,world,would
random,0.0,0.0,0.25121899877266235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4625636733150639,0.2183136653927749,0.0956662655595136,0.0,0.0,0.0,0.11136540820227288,0.0,0.0,0.0,0.0,0.0,0.21401591157903851,0.0,0.0,0.11249313782691377,0.0,0.0,0.11479775152306275,0.0,0.0,0.0,0.0,0.22612611717298434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6390360782238323,0.0,0.0,0.0,0.0,0.0,0.3226192633940747,0.0,0.0,0.0975260838288601,0.0,0.0,0.0,0.09475242095211872,0.0,0.0
random,0.0938097960838916,0.0,0.3663696172600759,0.0,0.083858471409227,0.0,0.06253986405592774,0.0,0.0,0.05347392646538004,0.0,0.0,0.0,0.0,0.0,0.0,0.23808981773643728,0.0,0.0492411424514871,0.0,0.0,0.0,0.08598265904993496,0.03110689558176437,0.0,0.0,0.03126993202796387,0.0,0.0,0.0,0.0,0.028951117680578124,0.0,0.028805487416406362,0.029544230679418474,0.0,0.0,0.0,0.0,0.4364668784730755,0.0,0.0,0.0,0.0,0.0,0.0,0.08021088969807005,0.0,0.7400774906880726,0.03078466898938356,0.0,0.0,0.033700357888288617,0.0933206867452931,0.027676320058190148,0.0,0.0,0.0752976363998198,0.03015505113565102,0.0,0.05453689354011555,0.07315615536634527,0.032623216261036335,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52293528613639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691095880934143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40207823382093355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49090330732338244,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0076071163567399775,0.3825177752591012,0.05652338981058351,0.03150113636372486,0.0,0.00880982901617361,0.03777145655482604,0.0167323639185854,0.0,0.010514493508204504,0.0,0.009925761219211347,0.0,0.0,0.0,0.10061729185440117,0.01582926564408876,0.090174142163456,0.015988290695680703,0.010038795560911579,0.04546694730523561,0.024224309918821504,0.0,0.0,0.010898940386506793,0.00880982901617361,0.0,0.0,0.0,0.0,0.03262615299130495,0.0083661819592927,0.00811550912995716,0.016647277676670756,0.0,0.0,0.011454992027289132,0.0,0.0,0.0,0.027573288962735767,0.00944286413870651,0.0,0.0,0.0,0.030130935274317205,0.0,0.8513978943804961,0.008673113515994771,0.0,0.036962311536696685,0.0,0.0,0.023392150065261377,0.0,0.0,0.2616389247047753,0.10194873883633027,0.01699145647272171,0.023047413729522237,0.11679361006808141,0.027573288962735767,0.03777145655482604
random,0.0,0.0,0.1692132906790718,0.0,0.0,0.0,0.0,0.0,0.0,0.20993073227104475,0.0,0.0,0.0,0.0,0.0,0.0,0.3738821746411259,0.22057392495273265,0.0,0.0,0.0,0.0,0.0,0.0,0.2617363609010919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4569345222565932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32282609452467437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19707159473227215,0.23676854815127432,0.0,0.0,0.0,0.5122957023288669,0.0
random,0.0,0.06468991675470963,0.15489908758285284,0.06866678158539502,0.06697037988785995,0.0,0.2247528809683132,0.0,0.0,0.06405737743547667,0.0,0.0,0.0,0.0,0.0,0.0,0.11408482844932544,0.0,0.058986849402411196,0.0,0.0,0.0,0.20600034475618506,0.07452701841212664,0.0,0.0,0.0,0.08393372997319881,0.0,0.0,0.07299498381786418,0.1387242564762363,0.0,0.06901322201728477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08030087439345276,0.0,0.0,0.7880463335416165,0.0,0.0,0.0,0.0,0.0,0.1326158445567171,0.0,0.0,0.30066797245477994,0.0,0.0,0.13066144959148787,0.23369352833113413,0.0,0.0
random,0.046431655995776804,0.0,0.512009180409712,0.08511514603525035,0.0,0.0,0.0,0.04976802824417469,0.04409344177041376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10605943597846024,0.041713580121860445,0.25590772784080723,0.12639793783388728,0.0,0.0,0.0,0.0,0.09899593221267217,0.0,0.046431655995776804,0.0,0.0,0.0,0.04524006050707135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7326105565162163,0.0,0.0,0.0,0.0,0.0,0.16438249638940178,0.0,0.0,0.11180689319967059,0.17910482947177384,0.04477620736794346,0.0,0.07241805401444668,0.0,0.0
random,0.0,0.12945472406471775,0.5166291658958551,0.0,0.0,0.0,0.14992198500232318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11415086560459108,0.0,0.0,0.0,0.0,0.0,0.5496522307336182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14607447284374792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1606947119158748,0.0,0.0,0.49281405519148863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24067360950127048,0.0,0.0,0.13073708200073272,0.1169144000468001,0.0,0.0
random,0.019841614580827293,0.06853139625971934,0.3281949114778115,0.07274441914265883,0.017736820017722213,0.0,0.0,0.0,0.018842426753641443,0.01696532371897609,0.0,0.0,0.0,0.0,0.0,0.0,0.10575208402899078,0.03565088351101215,0.1406017435937284,0.054013562784395834,0.0,0.02048025320221473,0.10911662871398825,0.0986908178098137,0.021151939230987196,0.0,0.019841614580827293,0.0,0.0,0.0,0.019332410721604684,0.03674052877304,0.0,0.03655571611847996,0.03749322113676787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04117963064447849,0.0,0.0,0.03393064743795218,0.0,0.8609317063620628,0.07813480842100416,0.0,0.0,0.02138378528796904,0.15790530849570192,0.05268411281986268,0.0,0.0,0.06370450603928095,0.03826838521834073,0.03826838521834073,0.01730256434665239,0.17020502437353993,0.06210092969114226,0.0
random,0.0,0.016716233964222258,0.253502971595282,0.01774387793547508,0.0,0.0,0.038718262246290464,0.0,0.018384240290327987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20636107539770027,0.05217595516742095,0.137182767021591,0.035133419212156264,0.0,0.059946720398450386,0.0,0.019258195696198823,0.0,0.0,0.0,0.0,0.03409920793726668,0.0,0.03772461888738483,0.4480889843626044,0.07353696116131195,0.0,0.0182907540426961,0.024546061995533126,0.0,0.0,0.0,0.28822983983340567,0.02380507129677668,0.04039389153077412,0.2490023059975303,0.0,0.0,0.0,0.11586947602426366,0.021328709551176963,0.6363610989831224,0.019058706076340172,0.0,0.02030567887128656,0.0,0.0,0.017134335582613205,0.0,0.23592417730166682,0.09323312983369746,0.11201346810184863,0.0,0.03376364464585171,0.09058155949528496,0.02019694576538706,0.02075019216646086
random,0.0,0.1039478664555433,0.24890169098842843,0.05516907271063191,0.026903064860388213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06874453029453786,0.0,0.1421757234801671,0.02730911143179966,0.0,0.0,0.0,0.0,0.16041545003153193,0.03723229495496531,0.030095600196058853,0.0,0.02650522181378574,0.0,0.0,0.0,0.0,0.027723706977089306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415137112938647,0.0,0.051465731053599584,0.0,0.7914268091267171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4831323924359984,0.0,0.02902258828252904,0.052488778755596696,0.023469600145142527,0.0,0.0
random,0.0,0.13688791505292508,0.4370348931548328,0.0,0.42514055356938196,0.0,0.0,0.0,0.0,0.13554942224071273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14603629973512003,0.0,0.0,0.0,0.0,0.0,0.295036414267108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6253332724131248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764878099965941,0.12362753524598434,0.0,0.0
random,0.22804989690845004,0.0,0.2095618429289475,0.0,0.0,0.0,0.0,0.0,0.0721885721743818,0.06499706814635083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11970431584430426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15203326460563335,0.0,0.40168749337393134,0.0,0.14813156977369124,0.0,0.0721885721743818,0.14005122513718216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06499706814635083,0.0,0.6996557677274515,0.0,0.0,0.07973339891128771,0.0,0.0,0.26912250956952305,0.0,0.0,0.0,0.0,0.0733063772636758,0.19886728468754378,0.17784127442931658,0.0,0.0
random,0.0,0.06666759197882584,0.25275478782939564,0.0,0.0,0.0,0.019301994958086276,0.0,0.01832998139921196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22044859854879104,0.017340654687593122,0.10638280213326554,0.052544590677620906,0.0,0.0996163246794094,0.0,0.019201357430006175,0.020576683551991423,0.0,0.0,0.0,0.03399856819467235,0.0,0.0,0.01787066012813039,0.0,0.035561533832531154,0.0,0.0,0.0,0.0,0.0,0.05388359322383555,0.0,0.020137336890402056,0.10344475225375646,0.020029847365436476,0.0,0.0,0.0495117861833285,0.0,0.596413977838327,0.03800491315990417,0.0,0.0,0.0,0.019201357430006175,0.0,0.0,0.10692176147689299,0.6816917314391959,0.03722762457306627,0.018613812286533134,0.0,0.015052369805509497,0.04027467378080411,0.02068895045075129
random,0.07216613443446265,0.0,0.24868353923026598,0.09921729485182723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16484226872203325,0.032416546063861185,0.14205111249852995,0.0,0.0,0.1489778666773436,0.033072431617275744,0.0,0.0,0.178558379664776,0.0,0.0,0.0,0.0,0.03515705199781681,0.26725868782780254,0.0,0.0,0.034091742205691646,0.0,0.0,0.0,0.0,0.06715317321425646,0.0,0.0,0.11602750773525879,0.0,0.0,0.0,0.0,0.0,0.6404938572918076,0.0,0.0,0.1892365858114784,0.0,0.0,0.0,0.0,0.15990326864070503,0.3185879052963714,0.3827623960624751,0.0,0.031465664742526066,0.08441650813559311,0.0,0.0
random,0.0,0.1297491249538618,0.4142432510511989,0.09181703806984023,0.08954871304210298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254728407353893,0.044998070877913944,0.07887362232735062,0.0909002671528984,0.0,0.0,0.04590851903492012,0.0,0.053395392595377976,0.0,0.0,0.0,0.04411223246565331,0.0,0.0,0.0,0.04756532074782166,0.04614013855741219,0.0,0.0,0.0,0.0,0.0,0.0932166937840637,0.0,0.0,0.0,0.0,0.0,0.0,0.08565362358410368,0.0,0.7244376974455079,0.04931035785234532,0.0,0.0,0.10796131722557761,0.0,0.2659887452243273,0.0,0.0,0.16081396003061788,0.04830184671037124,0.19320738684148497,0.08735626611888438,0.039060094073236,0.20902124608595504,0.0
random,0.0,0.07486269934054252,0.5676492918527615,0.0,0.11625266345473627,0.05821967085583592,0.0,0.0,0.0,0.0,0.051737302895688154,0.0,0.14652121310491117,0.0,0.05565593102366857,0.0,0.09901888856848894,0.038944506009989444,0.13652559760133182,0.07867150594189673,0.0,0.04474466074162732,0.07946494418909388,0.0,0.0,0.0,0.08669876336189399,0.09713268940103259,0.15271135574088662,0.0,0.0,0.0,0.0,0.03993293197448705,0.04095704880479874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04646427540859423,0.0,0.0,0.0,0.0,0.0,0.7124767116677408,0.0,0.0,0.04546891170284773,0.0,0.0,0.0767351435656226,0.0,0.0,0.03479493737572943,0.12541148027940835,0.041803826759802785,0.03780213867509295,0.0,0.0,0.04646427540859423
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5180349527633042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7356960410911588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4363383123658947,0.0,0.0
random,0.0,0.0,0.4646625618183866,0.0,0.0,0.0,0.0,0.0,0.0,0.2882366729882939,0.0,0.0,0.0,0.0,0.0,0.0,0.5133433916147513,0.3028498666610634,0.0,0.0,0.0,0.0,0.0,0.0,0.3593662397594545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31368748406662367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22162148064976492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26288558711645166,0.0,0.0
random,0.0,0.14984963150808736,0.47841708795190396,0.0,0.0,0.0,0.17354140121088144,0.0,0.0,0.14838439876925355,0.0,0.0,0.0,0.0,0.0,0.0,0.13213473104794318,0.15590727895917517,0.0,0.0,0.0,0.0,0.0,0.17263658397953596,0.5550058173219309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639641296699565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14838439876925355,0.0,0.342272582662332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27859046441176566,0.0,0.0,0.0,0.2706672914654488,0.0,0.0
random,0.0,0.0,0.23608265050435528,0.0,0.15310495080307776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608160813237056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1508408318116723,0.0,0.0,0.0,0.0,0.0,0.1618215038506928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835805835959188,0.3554642443015254,0.0,0.0,0.0,0.0,0.6755997688612476,0.1686157099659462,0.0,0.0,0.0,0.0,0.0,0.0,0.18975113713725247,0.0,0.0,0.0,0.2987128764247904,0.0,0.0,0.1835805835959188
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5834175086008169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28320842587698897,0.0,0.6532659778295792,0.0,0.0,0.0,0.0,0.0,0.29315846266955303,0.0,0.0,0.0,0.0,0.0,0.0,0.2582995860350567,0.0,0.0
random,0.0,0.0,0.2602938981887436,0.0,0.04823042679743178,0.0,0.0,0.0,0.0,0.0461325538008075,0.06439367819676516,0.0,0.0,0.0,0.0,0.0,0.04108054916543928,0.04847140935420211,0.2548853024466578,0.2937501968603546,0.2459214874508368,0.05569044236088135,0.04945213373755974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16335318899975312,0.5020598033315206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6384731197556259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1262252651479825,0.0,0.0
random,0.0,0.034147178882466246,0.463334632877108,0.05436960638635424,0.05302641408232259,0.0,0.01977298579590431,0.021193784594969782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34626928942783186,0.07105514628389589,0.03113676132703618,0.01794224633906639,0.022531306983311405,0.020409415474445282,0.07249280851513898,0.03933978519319192,0.0,0.0,0.03954597159180862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03736353843383141,0.0,0.0,0.02570985137531773,0.0,0.3127910169895715,0.0,0.0,0.021193784594969782,0.0,0.0,0.0,0.03381328707416571,0.0,0.7279608758350542,0.0,0.0,0.020739768605529858,0.0,0.03933978519319192,0.0,0.0,0.021906155043004794,0.03174208147019864,0.0,0.0,0.034485435413070434,0.07709832455280757,0.0,0.0
random,0.0,0.0,0.17567468735935252,0.0,0.0,0.0,0.0,0.13660665686174833,0.0,0.10897346068631522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11681491068049304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23480854001279838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216712573140217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10229837932075266,0.0,0.0,0.0,0.09938899133004146,0.0,0.0
random,0.0,0.03286550489681513,0.15739197008924324,0.0,0.0,0.0,0.03806166030504096,0.040796601897071114,0.07228988785143652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28980215744215254,0.10258226306960298,0.0,0.0,0.08674248406176785,0.07857348878222417,0.0,0.0,0.2028761123554534,0.0,0.03806166030504096,0.0,0.10056281407388433,0.0,0.0,0.0,0.10843483177715478,0.0,0.0,0.0,0.0,0.0,0.0,0.10625321505648008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8257516045356483,0.0,0.0,0.0,0.0,0.03786321286911315,0.0,0.0,0.04216786682814059,0.27495611975038675,0.0,0.11011389264740505,0.03319106536847857,0.08904543611692467,0.0,0.0
random,0.0,0.09427764388327116,0.6019906140799147,0.0,0.19520228012460322,0.0,0.0,0.0,0.10368500840952831,0.09335579516754423,0.0,0.0,0.0,0.0,0.0,0.0,0.1662646880473307,0.09808880259895503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40434728335265685,0.0,0.10057833268287544,0.20631551337275567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18671159033508847,0.0,0.43068044057893184,0.0,0.0,0.0,0.23533889624722895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702898716454431,0.1139084595534072,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30462936332795215,0.0,0.0,0.0,0.0,0.0,0.0,0.27126921244085456,0.0,0.28051611067403043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137726281432069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3315276212581165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4684512199658772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719390751784329,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.32226776552700886,0.0,0.0,0.0,0.0,0.0,0.0,0.19990719326163933,0.0,0.0,0.0,0.0,0.0,0.0,0.1780152322971116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6526759816951958,0.0,0.0,0.25059912002516926,0.0,0.0,0.0,0.0,0.0,0.30741215337982003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2590223162980935,0.37532407902678094,0.0,0.0,0.0,0.18232489059961615,0.0,0.0
random,0.0,0.0,0.30227163787514416,0.0,0.0,0.0,0.0,0.0,0.0,0.1250022107783627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14619501101776197,0.0,0.1287540760061688,0.0,0.0,0.0,0.2776657893064596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15669993416024583,0.0,0.0,0.6727881752515195,0.0,0.0,0.0,0.0,0.0,0.5175757865056899,0.0,0.0,0.0,0.0,0.14098265480958694,0.0,0.11400797556617268,0.0,0.0
