,and,are,for,from,that,the,was,with
random,0.3384717130197282,0.0,0.27552886757463496,0.1831634787489345,0.15470643120997937,0.8496556467030502,0.1244828688453513,0.12094254918366462
random,0.25528869743798543,0.027593417939524745,0.07050856715832678,0.14582406053738897,0.05278638080437123,0.8117354221946762,0.4955299365998189,0.02407184791172166
random,0.49545809549214204,0.4819737103081507,0.0,0.0,0.0,0.7089283648752283,0.0,0.14015417103472014
random,0.27431449424607796,0.0,0.0,0.15669183092189373,0.08508055487033142,0.9158428623648829,0.0,0.23279256647736404
random,0.2597463011324635,0.0,0.22654648228279523,0.10932548338856346,0.05088134406483161,0.6129115338134361,0.7005481766518797,0.015468737165517535
random,0.31379738162337184,0.0,0.2080036035595188,0.17924494438472552,0.0,0.8081970201410176,0.4020050977572263,0.10651963254475535
random,0.47249098335633927,0.10214037133058422,0.17399732180871855,0.08996423062960256,0.09769758404654097,0.8263026112744668,0.18342639480420272,0.04455242713507325
random,0.6075310354416135,0.12442031024293221,0.10597572966918374,0.14611757446979487,0.0,0.7625336992049184,0.03723955025647437,0.0
random,0.0,0.0,0.0,0.0,0.0,0.8601016117706894,0.0,0.5101227474142496
random,0.601051163627613,0.0,0.6640208792874231,0.0,0.0,0.2866722214678428,0.0,0.34004824365219427
random,0.6532337623971322,0.0,0.18041760982094862,0.0,0.2026050104189012,0.46734118109170836,0.3803892081169919,0.3695708569247242
random,0.3038620244752421,0.1970614113693513,0.33569642799845856,0.0,0.0,0.8695645913099281,0.0,0.0
random,0.0,0.0,0.0,0.0,0.3739129533069361,0.8624906208521396,0.0,0.3410264392849564
random,0.34773488900116717,0.06443255960123438,0.05488081089704461,0.34050937410007404,0.0,0.8529565271155969,0.0,0.16862834231153995
random,0.4949340674908237,0.056642816970639796,0.36988486442180113,0.033260289299739045,0.036119354175906185,0.7776078274442041,0.033906892293193644,0.0823564323925029
random,0.18510719298327818,0.0,0.0,0.0,0.0,0.9711585764531857,0.10779108890097613,0.10472548706410946
random,0.1683405716017169,0.0,0.3099615616194443,0.0,0.0,0.8831930690603015,0.2940827942996413,0.09523967204901093
random,0.731374026415533,0.23715631812371005,0.2019992862077349,0.0,0.22684075865623587,0.5232448489351599,0.0,0.20688958626617143
random,0.0,0.0,0.32449837199679044,0.33555972096332604,0.0,0.5603719525376695,0.6841664673510148,0.0
random,0.5069217239142366,0.0,0.28001493817253104,0.0,0.0,0.4835540982159627,0.5903784042926052,0.2867939575156983
random,0.40501018610603423,0.0,0.0,0.0,0.0,0.9014609044501547,0.0,0.1527579356310648
random,0.9529847377996038,0.0,0.0,0.0,0.0,0.30301829898707505,0.0,0.0
random,0.3672883519602038,0.0,0.20288383849777028,0.10489982401969287,0.0,0.8758935523908977,0.21387829808435252,0.0
random,0.5021812705831414,0.0,0.0,0.05215493655698133,0.1699145736719409,0.7838708172157908,0.31901318725026034,0.0
random,0.25961781301503434,0.08418401861456605,0.07170423206423064,0.0,0.08052227661629252,0.9286881844690236,0.2267698486912005,0.0
random,0.5223519758281268,0.11291903264979711,0.15113913408004,0.0852496878009919,0.061718518427391116,0.8067278116447152,0.1303605009075776,0.1125804623300047
random,0.9133826187935858,0.09872488908441159,0.0,0.0,0.09443066461538943,0.36303263380461487,0.08864639048348576,0.08612526800231828
random,0.4598004583724914,0.0,0.0,0.2626437071038647,0.0,0.6579074801454335,0.5354993643020243,0.0
random,0.4673532548962859,0.009471536894188524,0.21782080313286742,0.07508192564984117,0.045297773040933596,0.8219614890999087,0.21261547259959174,0.07436471135840167
random,0.4230378499421374,0.03227642775047639,0.3803009759812047,0.06633377075592779,0.13892626757746362,0.7912490750629403,0.1497374069392736,0.05631439074680445
random,0.40372173901367636,0.024935495242780947,0.2761064079661518,0.1537405661407879,0.0,0.7885613033916454,0.3358486905415553,0.04350627750452724
random,0.5449430355158973,0.0,0.0,0.0,0.0,0.7797341059382399,0.0,0.30830473898306077
random,0.43958765920598014,0.054301440451016224,0.04625157068526977,0.04782817262768327,0.0,0.8586156850141958,0.21941093400108633,0.11842824426363782
random,0.3216543654155537,0.09271117680813142,0.19741822278747603,0.08165908918926278,0.07389877504092232,0.8977531596276929,0.13874433046108783,0.10783872940197824
random,0.07222761175064912,0.0,0.23938382536704209,0.0,0.0,0.9645737877511329,0.08411875080427282,0.0
random,0.0,0.0,0.26728139385960914,0.2763923571952663,0.0,0.9231294174602543,0.0,0.0
random,0.4299709114987438,0.04920809708289893,0.04191328557058055,0.04334200607594826,0.04706769848101519,0.8806172408707721,0.16201021688844397,0.0715466415215915
random,0.25402469737166,0.4026996720742928,0.40536577518409106,0.03224489957123525,0.2801334498287985,0.7269446800207615,0.0,0.03193688266039606
random,0.553314078174762,0.0,0.0,0.0,0.0,0.527807899089486,0.6444085292361952,0.0
random,0.2616190819379773,0.018851767277118365,0.10437117241948335,0.1079289282044331,0.15327008115311427,0.9081181954054547,0.2369815346858813,0.0657833510522735
random,0.42439982930478404,0.02897188530226859,0.17273881371646538,0.0510363010659475,0.027711698738044337,0.8735939577740556,0.13007120501050956,0.07582317111716955
random,0.4151296412336582,0.0,0.2293105529706875,0.2371271840141958,0.17167380730331805,0.7259878360686227,0.4028951670513947,0.0
random,0.21444194373573108,0.0,0.47381632929913364,0.24498377953196215,0.0,0.8182271607705108,0.0,0.0
random,0.08797498796932725,0.9699141592780629,0.048595887007454576,0.050252400909882124,0.0,0.20979898851338943,0.051229342287745165,0.0
random,0.42905464222285206,0.0,0.35550373000485813,0.1838109875679618,0.06653714585942573,0.7673933696931505,0.24984586680755203,0.0
random,0.435825948641627,0.029751895556795135,0.10136540680589783,0.09171811552424475,0.028457780981588646,0.8861733221393471,0.05342924516018494,0.038932279420669784
random,0.0,0.0,0.0,0.2759098140719,0.0,0.9215177601883501,0.0,0.27327420689896115
random,0.0,0.0,0.0,0.0,0.26932444028021446,0.8283204300306979,0.0,0.4912734585355788
random,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
random,0.7166918408704304,0.0,0.5278511771284665,0.0,0.0,0.45576961288994017,0.0,0.0
random,0.3170065072564235,0.027411454191466077,0.3502180054319998,0.024143738216814398,0.0,0.7862229021464386,0.3938097465816147,0.04782621404729547
random,0.6823886924428129,0.08850890733548929,0.40206923425010926,0.025985923909011034,0.02821968205986357,0.5858392921754176,0.11920998697025587,0.07721308613822488
random,0.8018955448707104,0.0,0.0,0.0,0.0,0.5099536526326464,0.31130500683915907,0.0
random,0.5606394899544273,0.0,0.20645847897314698,0.06279298211469386,0.027276274602695837,0.7969503514341921,0.05121097684133649,0.02487726280260829
random,0.32697744829221326,0.0,0.12041118730044977,0.12451570762210588,0.1352191168133258,0.8317459557005044,0.12693637896849744,0.3699788428478309
random,0.5163900955425527,0.0,0.0,0.09832280252255403,0.0,0.8209766754836613,0.20046853141011883,0.09738358155115225
random,0.37405705322311533,0.14928275619751238,0.22251681194409023,0.06574338889031586,0.10709206675807323,0.8783116422470985,0.0,0.03255769012473265
random,0.6491876383628263,0.049530929464080234,0.04218825994646603,0.26175812189968883,0.09475297732291087,0.6921163142406048,0.13342344027944214,0.0
random,0.2498872537585688,0.0,0.05521338748003424,0.17128642694475713,0.0,0.90579906087406,0.2910272556241931,0.0
random,0.16479070247009703,0.0,0.18205516231290575,0.11295658420053199,0.08177757835019983,0.9117270999744113,0.0,0.29834020042865267
random,0.0,0.0,0.0,0.37075865585705814,0.0,0.9287292496239513,0.0,0.0
random,0.8362225415923084,0.18076975841214715,0.10264780196761912,0.10614681230540568,0.11527122550712346,0.4431528335438281,0.10821037964133012,0.15769927962794522
random,0.5236940480591944,0.04498376982990378,0.145597722127596,0.11490165498182836,0.13338406045476278,0.7873753475380921,0.21003593000977894,0.0863341188855987
random,0.4525852973993916,0.0,0.5000008407235988,0.5170446358858736,0.0,0.0,0.5270963406771507,0.0
random,0.37656437794031616,0.06977443878304582,0.059430787850097956,0.15364159198159816,0.0,0.8210419404813727,0.344582679395233,0.1826087310595935
random,0.29433942003449043,0.3817715730276058,0.0,0.6725212645354347,0.0,0.5615424477182887,0.0,0.0
random,0.43728901839755874,0.015329288740205534,0.13056811676332936,0.0945132032273191,0.04398753760810392,0.8568101537844279,0.17893683817030528,0.12035619406122235
random,0.7235877272676339,0.0,0.0,0.0,0.0,0.6902324253087944,0.0,0.0
random,0.3503868855882639,0.050496408558074614,0.12903183729810289,0.08895347620740389,0.04829997242896011,0.8541562729116184,0.31738977625568787,0.13215563250216197
random,0.5372981985183618,0.06969001243843498,0.0,0.06138227490185271,0.06665871446043767,0.6662893967275179,0.5006047097310493,0.060795925465292
random,0.6022078568314424,0.0,0.22176625153038143,0.22932571594951975,0.0,0.6510408580510758,0.2805407594871724,0.18170807981860462
random,0.47203692287987525,0.0,0.11532959328585596,0.051852562871219796,0.09572670318266994,0.7749966541289981,0.37531034876901986,0.10271449054449744
random,0.0,0.0,0.5827376328661813,0.30130086058080285,0.0,0.7547414409284728,0.0,0.0
random,0.7235877272676339,0.0,0.0,0.0,0.0,0.6902324253087944,0.0,0.0
random,0.5252705961224592,0.0,0.2901505430885089,0.3000410593033747,0.0,0.5010571404715124,0.4588110970556895,0.29717494027554603
random,0.4619918686968306,0.09987073337401006,0.34026193380299635,0.0,0.0,0.807941528915612,0.08967525930543167,0.0
random,0.4083811770693598,0.0,0.0,0.0,0.0,0.7791119712973961,0.4756147079270464,0.0
random,0.4308177056712776,0.09313168289577317,0.0793254576437552,0.0,0.0,0.8904095528417545,0.0,0.08124588665830043
random,0.3546777030498623,0.0,0.1523806126355265,0.0675320964850903,0.19556580435040163,0.8646162210474904,0.22948322359415796,0.08918266847092772
random,0.31650754027685063,0.0,0.08741669092165055,0.0,0.0,0.9434920558059031,0.0,0.044766502290851995
random,0.276854585011106,0.0,0.3058595276054192,0.0,0.0,0.7922771675177767,0.3224343333678105,0.3132642313239458
random,0.5623259213289148,0.0,0.08874836413338717,0.0,0.09966246231590169,0.7662918890459354,0.2806731559176585,0.0
random,0.4929952380709324,0.0,0.24663141216467147,0.021253205713973704,0.08078048274728966,0.8251900231777984,0.06499914813138274,0.0631505583273648
economics,0.5411704529975271,0.11941422064078111,0.14884648311495616,0.1128748811822765,0.20476037806402425,0.7818331197949264,0.02745970662834808,0.0635208253433273
economics,0.4722984717615107,0.11486109969686374,0.08696321419416032,0.08992757562849966,0.2075227786114052,0.830658931079561,0.00572973936265395,0.12246925544302414
economics,0.5109970784453824,0.14237633330241659,0.11708815780096152,0.05189117324780003,0.2066231007067471,0.8087919726957833,0.035266648994429356,0.06424435853273874
economics,0.47361404157199566,0.048497280426968305,0.11933376956506318,0.05695456771112342,0.0721588002030641,0.859970626379066,0.08225422210681008,0.06581226587281501
economics,0.31937491375961613,0.10032465662632127,0.09923471447887662,0.04275724211842954,0.13929800409216347,0.9187181588567821,0.043588472433249946,0.10446039027425703
economics,0.33621429415006754,0.08027438698430304,0.11826885253420434,0.05732828716350072,0.08715874253450642,0.9222573387765706,0.05649469570149833,0.04353184173412277
economics,0.45716955127340675,0.11725388280582656,0.19688988939908517,0.10032531768261302,0.1506064037967277,0.8376972956911024,0.03910541896635003,0.04968348391996289
economics,0.3448351222599738,0.11800230158637498,0.13455257594897063,0.07040775825981335,0.16748387784945842,0.898633954817483,0.03247033667552651,0.08633881111277215
economics,0.37071724358709635,0.012995596570763173,0.1162252945442051,0.14880311099130794,0.12430328690482279,0.8792918663417377,0.18086824358432343,0.07369084038752427
economics,0.32668255057877693,0.08546666949893925,0.101505310014162,0.06573589180228243,0.11398823215429382,0.9224761751409021,0.06809471137040235,0.05250641514256921
economics,0.29455017572122194,0.17070092738056483,0.11770113281791819,0.03579802178469032,0.06997541569088889,0.920632525638101,0.014597584020081484,0.12764183021474287
economics,0.30864408470120486,0.025283707684336285,0.08255292805925171,0.12619462723736197,0.19750222021529823,0.8956459381133333,0.18918814403019343,0.0661707332548293
economics,0.5469230940451296,0.1319784279575536,0.14051675100396294,0.17436794447041234,0.031559444590183706,0.7886336943059823,0.014813148144079805,0.10074301309236175
economics,0.3639613656438946,0.0,0.17870761586187,0.10779960194288339,0.18396099772134422,0.8743888273357258,0.15699328664396078,0.03050567273643203
economics,0.3874793352580417,0.1015849686601058,0.2049290370455726,0.08241121869563121,0.11762241116535181,0.8748928614176761,0.021603432780011207,0.10494513244141343
economics,0.4343316779450998,0.11568751081186099,0.21421199236335733,0.07531474324608778,0.129899893992387,0.8471164799529778,0.0903281339611222,0.061431427632692645
economics,0.27451915001851745,0.008528473872407504,0.1289391539608884,0.06009436467721679,0.12032330028507889,0.9282865251513877,0.15124214404926634,0.07254038744492727
economics,0.33621429415006754,0.08027438698430304,0.11826885253420434,0.05732828716350072,0.08715874253450642,0.9222573387765706,0.05649469570149833,0.04353184173412277
economics,0.34624116113797976,0.11589431856645302,0.12544861747037947,0.22329687529047682,0.1685893595550785,0.8718693461472143,0.08021526731343909,0.07793392779522774
economics,0.3609076235006431,0.13107179430841437,0.18819511559808072,0.2341919630461589,0.14686267994978908,0.853791647559379,0.08406507624652305,0.06860636775821527
economics,0.4210442253335654,0.07726363926374509,0.13461086930217356,0.06650639039298956,0.1629223290859875,0.8652593365989167,0.11352444371391565,0.07812618035354048
economics,0.3387576874689672,0.01579485254176917,0.13697964893399292,0.08094225556484395,0.19228141883566457,0.8764961052581266,0.21015750175905748,0.10146396773302047
economics,0.3384378901521423,0.15851668739793232,0.17656137110012918,0.053699974313373894,0.06997924909127118,0.9057368078781363,0.0,0.03191220567563651
economics,0.3844184105115458,0.10402615199230841,0.09166022653822228,0.08214673786442898,0.1406743070552496,0.894320615125116,0.04831368875701905,0.06571549182722382
economics,0.4547137468019416,0.04759663144440846,0.1568749222823936,0.07290894443768432,0.2790961759108297,0.8142376332286285,0.10963135838570827,0.0902656092266463
economics,0.42797435932662414,0.035873948356249116,0.11096596746455749,0.06153181697248793,0.22032906940918184,0.8539839353661739,0.12884678073240158,0.07082685618958948
economics,0.47792048861214487,0.09469102459809883,0.10642954041132348,0.04729031522322338,0.1848794598652068,0.840703749386264,0.0534689085126088,0.0723868934926123
economics,0.4772350235171823,0.04505566081269538,0.08915138405587857,0.0525057535961866,0.14652599276569464,0.850317390001169,0.10082899158653244,0.06954049524395109
economics,0.4439748491052616,0.04362541734459409,0.07431641065978856,0.0947812643054828,0.11683797407221236,0.872684990242467,0.08095514064101117,0.06850401587330766
economics,0.3918334455125323,0.027721404240899316,0.09838278667913442,0.024416739160198663,0.22096341415839027,0.8732651051256071,0.13690279587384568,0.07255050043986441
economics,0.4785785898177219,0.06366544918705583,0.061005847610680446,0.0911233359902673,0.22074872827191608,0.8310959627155423,0.11433210654948003,0.0485977085819317
economics,0.38899298824147976,0.15644698993817885,0.12659191000914882,0.062008633856914123,0.23942725485254848,0.8571809132310609,0.042142749681393865,0.10236050195808093
economics,0.5201824234422838,0.18112756727184529,0.15813338046692882,0.09970960810566315,0.24687994406162678,0.772612188850518,0.01626368507942855,0.05925428386867171
economics,0.28395699200856794,0.09011720364123822,0.1101308386514995,0.062119051226863155,0.2810784346204226,0.8990492284276279,0.07739928592240237,0.04443520162712631
economics,0.4208824699207793,0.03321086820661575,0.14320573180836121,0.08775541447012553,0.2600865740417317,0.8243336225307878,0.18265044067595806,0.11407874317390182
economics,0.34996492335201906,0.039131066626779884,0.17664961332414514,0.09650551999580963,0.2919461016464497,0.8489707149414905,0.1616270029194747,0.05803293550284904
economics,0.1548121315838492,0.10039917689515931,0.0,0.0,0.19206425226655297,0.9598923097410956,0.0,0.08758587725446308
economics,0.38797934690298835,0.08853064140512003,0.1349379358143176,0.057456674122828844,0.24512583782512565,0.8635541153416372,0.10041200836663468,0.06503751278204237
economics,0.4282694380047108,0.15893931499619413,0.19007547223646307,0.10039843171292057,0.19655880530947392,0.8335849231651252,0.0504543468959278,0.09523771936449975
economics,0.40536024324911674,0.08375107131732037,0.158523259249219,0.04507990467239553,0.24032448352461713,0.8554741330585807,0.08773473383428021,0.06494441071620007
economics,0.2439678740821885,0.035159710455532324,0.0941206821924299,0.03981641893094255,0.11049979639122058,0.9530506097687361,0.08569100829215517,0.030672503296281434
economics,0.39745276285583986,0.1850158518198256,0.171057426651152,0.09331905201577771,0.17091804362631624,0.854789983748655,0.07809444978816417,0.06207825827306114
economics,0.14333547889574136,0.0,0.10556810744140724,0.10916666378842546,0.11855066436860934,0.9570968944321023,0.0,0.16218578650565907
economics,0.24555243070511684,0.11041078043942382,0.13021342672837438,0.014961342356675978,0.1381031042331329,0.9431789126417631,0.003813050296088288,0.04075066954812016
economics,0.26074343003348377,0.04411252836081675,0.05009747333011681,0.025902586302941354,0.15471049399903766,0.9083829824222662,0.26406150468928014,0.08979303847282705
economics,0.36680623810484403,0.13778966693585593,0.12843515372946093,0.07098636085207402,0.15666346292227576,0.8890838906415066,0.06302878670034964,0.07711229517133497
economics,0.402713064294705,0.10962630562140865,0.15104755047309537,0.0596386211917933,0.21279986311886825,0.8631499565431614,0.05790289254670053,0.07594576440753235
economics,0.5710764662261001,0.09761321840796444,0.1516130345053064,0.05563202055026486,0.1373049237395261,0.7812327604357469,0.005155776859008001,0.09517376359135349
economics,0.11357488100831181,0.0,0.0,0.0,0.14090416799996988,0.9750546665805534,0.0,0.1285113186597584
economics,0.3683929476126915,0.1332389261523477,0.20740734447046955,0.10656421751275548,0.15674079337529534,0.8728961567500035,0.04125413904841889,0.06279335113795322
economics,0.2237897277584776,0.12963310173409398,0.12721815298841369,0.052125449538311656,0.08895255205879204,0.9492324284248764,0.02277377326072877,0.06883670028072733
economics,0.31668848628610435,0.15905999403473345,0.1191035461046079,0.04310722225734328,0.13207878118498467,0.9152686157399127,0.018833681326182652,0.05336930481078741
economics,0.48363162030742946,0.07490055393689794,0.1435432196827717,0.04123229275605725,0.15224055404948178,0.8434903899641834,0.03362710160171772,0.04900610935978251
economics,0.3957710378725694,0.25443460759546743,0.14447744713262523,0.04717968217285062,0.128088156040276,0.8568224596789031,0.008016147962742392,0.07009350285835245
economics,0.6031313990933748,0.0859657989432583,0.12447718566278228,0.06057426157074143,0.08222655506317104,0.7713199103132435,0.0771898338101265,0.0449967229643041
economics,0.48330983999572263,0.10702740070670329,0.27348365059554175,0.0942686778541367,0.08774746534411144,0.8096148067993705,0.04118628259428013,0.08002987165309136
economics,0.33264725831050757,0.10180483257121173,0.18581327956340482,0.07685887834555093,0.1437464688307852,0.9020251116213759,0.03482358578627831,0.05497894267004548
economics,0.4290160489201826,0.07134016242076964,0.16284859776264293,0.06283571071425746,0.13920365966298873,0.8625512614084185,0.08711790124161645,0.09708734481332582
economics,0.3613166637424942,0.05207156609343306,0.22176131055267834,0.1375923639276457,0.09961323105793121,0.8808003596510362,0.0,0.11356501958849682
economics,0.911632986985838,0.20563988125749855,0.17515497608707875,0.045281394278997744,0.04917379710088102,0.30247281470976356,0.0,0.0
economics,0.47071259460846065,0.0,0.1841763219703497,0.1456416293836981,0.03649869909700716,0.84190144700957,0.114210002491262,0.011096184536625692
economics,0.5017100025884745,0.0,0.4311005563778308,0.06368510154617105,0.27663797121485056,0.6912860098062,0.0,0.06307675453608358
economics,0.4564918381221176,0.04290511675501885,0.12790639775948692,0.11715025002191792,0.08618164405267272,0.8488097817928961,0.16180531403264015,0.07485882665388013
economics,0.6417028040587492,0.22888734864525612,0.21267942862995232,0.018327428806127748,0.04975715080351295,0.6962889573275629,0.0,0.05445707237713457
economics,0.48363162030742946,0.07490055393689794,0.1435432196827717,0.04123229275605725,0.15224055404948178,0.8434903899641834,0.03362710160171772,0.04900610935978251
economics,0.4282694380047108,0.15893931499619413,0.19007547223646307,0.10039843171292057,0.19655880530947392,0.8335849231651252,0.0504543468959278,0.09523771936449975
economics,0.15282549174575716,0.14416115770675003,0.19953393262851,0.03174393109895889,0.17236324674840622,0.9276952266540267,0.0,0.15720349825364807
economics,0.540996814314778,0.08687682055200627,0.07399784192276279,0.07652024580183776,0.1789802001637535,0.8084915332486092,0.02400241606920139,0.046639564349734666
economics,0.4755721239552467,0.21969594223274397,0.21591612523848178,0.096753008423302,0.13739913570491977,0.801654815308976,0.01517445441914189,0.08845733795879883
economics,0.3761617165951944,0.023747286796734327,0.0799881596245373,0.0646506159610122,0.1259614173978526,0.8994359331298613,0.13859952951979246,0.057441408866108684
economics,0.29161225135684427,0.03666557102282286,0.11177093920810204,0.056090747764624714,0.14582041677505858,0.912567152874061,0.18887120543832425,0.09090809219788809
economics,0.46409157657279687,0.22294363576266094,0.17090419551298108,0.0,0.27722016869009186,0.7870191943515498,0.0,0.09724538846051844
economics,0.46559355207460684,0.09162559194102951,0.11706395374713034,0.06602965916430091,0.155362110211461,0.848443426623072,0.05609443444863551,0.09809837392317731
economics,0.31367942638365487,0.1651898320232616,0.16415164405085067,0.07544318606034586,0.24871092875286246,0.8796609573572208,0.005493560978444529,0.07739118231592794
economics,0.30238975564212767,0.15314992529248272,0.20362356752738334,0.10528229630335642,0.20008169201826706,0.8873285648968623,0.06037259447878232,0.039103723239575935
economics,0.4789975052043973,0.09498288318609237,0.1206902095186562,0.054859007041488106,0.30085225749020206,0.7981734896138257,0.037749715216105206,0.12225368388815677
economics,0.5680788080523603,0.08096966709139033,0.11034622285479698,0.08558074002651445,0.07744773934959125,0.7979508830773572,0.036351870297692594,0.08476323662222987
economics,0.30655366677432394,0.19880700241935018,0.0,0.1751072448967968,0.19015951846348397,0.8772672874260213,0.0,0.17343454647453882
economics,0.5263700730991541,0.16214738943161583,0.28348892858293634,0.030066909414713416,0.14285018281046075,0.762573388384463,0.011494286586698786,0.1153963281476888
economics,0.5003918363123561,0.13486356348717782,0.10051197793696112,0.08166571545204522,0.0564363710320528,0.8368688914209875,0.02270546000687992,0.10294532184033117
economics,0.33792774737495357,0.0706947757850301,0.2288158231189209,0.07472071264492959,0.054095818990556176,0.9046603940347657,0.01269555581677887,0.03700347440640007
economics,0.36805121064742713,0.1432137322555551,0.27446205869275564,0.09986181611816168,0.148399747163329,0.855769965530811,0.02143225237637987,0.0624681434768484
economics,0.42682454769181916,0.1676069365512762,0.1752056903757184,0.04249854793163893,0.187035984401186,0.8423131915912356,0.05700624875370343,0.09747756257076412
economics,0.35364101048199315,0.03822403537922369,0.1627877326581427,0.05050102946053533,0.03656140917065043,0.8995711532232977,0.15444841304737586,0.10003724456001063
economics,0.49704364997823614,0.09209830711444743,0.10459369834065685,0.054079519742644896,0.1820574577658519,0.8218277165379945,0.12128789849795295,0.08570068689646143
economics,0.3808556670106,0.052551815741592935,0.09847489864894285,0.08100246080111353,0.23373678754768715,0.8792616569997689,0.0660617636633376,0.06189070452834285
economics,0.391253048277595,0.1137439354748457,0.1453230971758817,0.08091827856415315,0.23851524901515048,0.862260922156898,0.05892241841527792,0.04961376516733044
economics,0.27280950085482253,0.015726501853014493,0.16743925346300675,0.05540699025353251,0.18050937742180356,0.9252756327092364,0.028242070203990933,0.0685971490771567
economics,0.4697897375375722,0.024870962844206358,0.08473595443842417,0.06571829556174158,0.02378915360436599,0.8596852279607905,0.06699590461234266,0.15187789545360292
economics,0.42365085831261134,0.02673215860904666,0.0986668497906568,0.08110089584566472,0.16478053372255475,0.8606701666121778,0.17068914223270865,0.08032618580665574
economics,0.40890514552568347,0.0775538863872913,0.11506699396493546,0.024238570057750326,0.08375221630604993,0.8941845241871966,0.05615860136083014,0.05674389615996161
economics,0.42565348805443715,0.07006242042916722,0.06683720725673827,0.16538357233119552,0.222489547235724,0.8491635651407295,0.08052477286723385,0.07090013429323615
economics,0.5740600154209843,0.06136663744570355,0.07317715118324875,0.06486135406255804,0.09000264978628839,0.7943172652451065,0.10653037798776611,0.08208670737767541
economics,0.4630421193580234,0.024414090364618404,0.11229216188224947,0.06881180720412954,0.21483981359236645,0.8367109874503593,0.1271460707165911,0.072414143217911
economics,0.3607627504843696,0.1465791174699152,0.18247252710675488,0.02482796913126174,0.25883701561983796,0.8624046652367269,0.015186385198381907,0.0590179245004111
economics,0.4517122582125979,0.15284120331448392,0.1952750882851372,0.08974734857899053,0.46294477904820536,0.6931702731315066,0.0,0.1777800879371188
economics,0.3700617630733576,0.03096689581759153,0.06594058826591935,0.027275336098004616,0.20733952766878253,0.8995882542286772,0.013902793734012337,0.06753697639532363
economics,0.2405380282871721,0.05287944552469264,0.08557671850178522,0.18630277414409485,0.08598490303600026,0.9372445913485665,0.06172550433843896,0.08764848736466975
economics,0.43039802020218265,0.08373686194392534,0.1792228114616492,0.07375460126085093,0.29162638258487567,0.8179576941352746,0.09639543800524886,0.08241545922702395
economics,0.5159786553622645,0.0808674316601038,0.07956747839510982,0.06631501226610577,0.1747041993119381,0.8223733585680232,0.051329131443754755,0.0839264163585686
economics,0.3909016970056591,0.08817690858398827,0.11370092707575458,0.09060957558864839,0.2049966730421056,0.8718599680756395,0.10336764644530369,0.07371831415325335
economics,0.47530092692334236,0.14080255266107497,0.1669287606038058,0.1374247953374153,0.22203683655222062,0.8074276721118135,0.03758684660740772,0.06971593091808323
economics,0.31151497878140094,0.028354319400419062,0.17509444554128312,0.0686790626057032,0.14916547263731053,0.9071048559291994,0.13366353193264288,0.06183910106235849
economics,0.39983766060353065,0.16870366874745446,0.17562641585444394,0.08805483011005459,0.13745957311244936,0.8639082471154346,0.044883338408913225,0.07631198150754293
economics,0.5169447485095299,0.052331767953547804,0.16436622148581734,0.10082910367821989,0.14703802954766418,0.8106330997611991,0.08516826975700155,0.08274606578010624
