,and,and the,are,economic,for,from,has,have,market,not,that,the,this,was,which,with
random,0.3746517032715323,0.07117848810176056,0.06942003510227575,0.0,0.0591289224344458,0.15286120382416762,0.07117848810176056,0.0,0.0,0.0,0.0,0.8168716412880253,0.0,0.34283244862251405,0.0,0.1816812107877429
random,0.274088646626949,0.0,0.35550540175528084,0.0,0.0,0.6262512958772629,0.3645105764016004,0.0,0.0,0.0,0.0,0.5229079051003588,0.0,0.0,0.0,0.0
random,0.4361331187851542,0.03135208488254292,0.015288768356276908,0.0,0.1302229820144345,0.09426337354859105,0.0,0.017013884685960066,0.0,0.03248355653591777,0.043871263986922766,0.8545453209553463,0.04541260474842883,0.17846384888133598,0.029828898077696803,0.12003805280403813
random,0.7235877272676339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6902324253087944,0.0,0.0,0.0,0.0
random,0.3462672554064153,0.0,0.04990270332158567,0.0,0.1275147615363768,0.087907616786184,0.0,0.0,0.0,0.10602667571821374,0.04773209151678858,0.8441136368808938,0.09881815151320401,0.3136581054784614,0.04868092106876579,0.13060182910725707
random,0.5347037859996587,0.07111027313149938,0.06935350537178665,0.0,0.0,0.06108588279990451,0.0,0.0,0.0,0.0,0.06633684440065764,0.6630721338431163,0.0,0.4981874763782679,0.0676555035323263,0.060502364625988535
random,0.5694013459215135,0.0,0.0,0.0,0.20968507911166642,0.2168327261672045,0.15144940540947668,0.0,0.0,0.0,0.0,0.6155740690177333,0.0,0.2652577249296015,0.2881829961108889,0.17180915864816923
random,0.4699215578753676,0.048072986614050864,0.0,0.0,0.11481276044122893,0.05162019313153372,0.012018246653512716,0.019565881834303002,0.0,0.04358191445101502,0.09529771784678968,0.7715236190309107,0.06382965979230025,0.3736284498769335,0.011434360931443574,0.10225419045308075
random,0.0,0.0,0.0,0.0,0.4824653229618972,0.24945568779182734,0.0,0.0,0.0,0.0,0.0,0.6248722452663409,0.5608330848509033,0.0,0.0,0.0
random,0.49262134093941595,0.3275686372700352,0.0,0.0,0.0,0.0,0.6551372745400704,0.0,0.0,0.0,0.0,0.46991292154644154,0.0,0.0,0.0,0.0
random,0.5252705961224592,0.0,0.0,0.0,0.2901505430885089,0.3000410593033747,0.0,0.0,0.0,0.0,0.0,0.5010571404715124,0.0,0.4588110970556895,0.0,0.29717494027554603
random,0.4382890786218401,0.0,0.09474680114014443,0.0,0.32280457636033694,0.0,0.0,0.0,0.0,0.3019582414730285,0.0,0.766489568934644,0.09380958472452453,0.08507441242855336,0.0,0.0
random,0.36166177000767563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6899804163249394,0.4644515518639612,0.4212036860880214,0.0,0.0
random,0.4308177056712776,0.0,0.09313168289577317,0.0,0.0793254576437552,0.0,0.0,0.0,0.0,0.0,0.0,0.8904095528417545,0.0,0.0,0.0,0.08124588665830043
random,0.33992090463269037,0.0,0.0,0.0,0.1460406313961885,0.06472234124547385,0.10045798151108323,0.0,0.0,0.1821460019235844,0.18742905053905412,0.8286428086437762,0.1940140451171072,0.21993529418787752,0.023894351067971192,0.08547211477777399
random,0.31476953265751323,0.1046530248467535,0.0,0.0,0.0869366679978801,0.0,0.0,0.0,0.0,0.0,0.0,0.9383111480134992,0.0,0.0,0.0,0.044520680273453836
random,0.276854585011106,0.0,0.0,0.0,0.3058595276054192,0.0,0.0,0.0,0.0,0.0,0.0,0.7922771675177767,0.0,0.3224343333678105,0.0,0.3132642313239458
random,0.5593572365905963,0.0,0.0,0.0,0.08827983528888561,0.0,0.0,0.0,0.0,0.0,0.09913631472135145,0.7622464076803747,0.10261929717818379,0.2791913993725231,0.0,0.0
random,0.48684543182041085,0.1343776377975068,0.0,0.0,0.24355484005407635,0.020988085308643118,0.012216148890682437,0.0,0.0,0.037971059783902285,0.07977279691311544,0.8148962954284917,0.07077897922245258,0.06418832454407775,0.011622648430791686,0.062362794737912695
economics,0.5215313793821745,0.05611992739135519,0.11508067904239128,0.19103366724652693,0.14344484482689107,0.1087786521871709,0.07050965236349754,0.056224039971906906,0.10553428563111338,0.05069073134460514,0.19732962474770235,0.7534603989460231,0.045854837695887475,0.026463193982576235,0.0876200005032002,0.06121565484091766
economics,0.44132501692919296,0.030568660275192033,0.10732847933884657,0.1953949850258989,0.08126014431788064,0.08403010216956446,0.030568660275192033,0.07299046671535342,0.23166366664113514,0.08234683277973459,0.1939133816001798,0.7761841054742693,0.10036309595120348,0.0053539815866691706,0.10470072527844426,0.11443769028113741
economics,0.5002612649645568,0.06899382641691805,0.13938507205476156,0.15144532398643815,0.1146281894841388,0.05080096357579085,0.024640652291756448,0.02674356223832591,0.036142923400265904,0.07148375839882827,0.20228204443932934,0.7917996255182463,0.04282954224426974,0.03452571292714339,0.06564188071991567,0.0628946141222597
economics,0.45322717534859736,0.021149016191848967,0.04640969965131907,0.27946813575292995,0.11419700970891149,0.05450294032929114,0.026436270239811207,0.0057384847619810905,0.02585115791451359,0.02191226726135493,0.06905270182452358,0.8229529187582142,0.035739374362486385,0.0787135630992449,0.05030381957002525,0.06297935607192633
economics,0.3120902683395184,0.03566826870553679,0.09803634430456552,0.03985868884981903,0.09697126272609634,0.041781989102131385,0.03566826870553679,0.06334741596114205,0.07530655426288234,0.060472649420156274,0.13612074587988418,0.8977630501743451,0.15029665298414013,0.04259425982480781,0.07095581038755665,0.10207774570573047
economics,0.3320811536564285,0.06811283440636914,0.07928756005511012,0.05671790984592858,0.11681495306576839,0.056623540609802216,0.02416907027322776,0.052463467885611285,0.08594231906838679,0.027317795648379644,0.08608728503132472,0.9109198697314506,0.05092103569412568,0.05580019663187978,0.05017059885064356,0.0429966972713068
economics,0.44779967287596506,0.033645701934529586,0.11485071614597735,0.1116675586239475,0.19285454995835347,0.09826910894287433,0.020187421160717752,0.032865417756629635,0.02878839574261525,0.1324678038888582,0.14751966347134807,0.820528344319279,0.07797575027806879,0.03830393728548327,0.03201108371317497,0.04866520043762113
economics,0.3407211208568682,0.044348416450732224,0.11659449361393172,0.09243757677090181,0.13294731752106545,0.06956776953020818,0.023138304235164643,0.031391248904227766,0.03299652064678413,0.04994447316290098,0.16548573768335673,0.8879129432025167,0.07634012470763366,0.032082954410730065,0.04769736779862978,0.0853087594529165
economics,0.36052584240865826,0.006479235539960617,0.012638334154469159,0.21504096300466505,0.1130301407598254,0.14471235927434395,0.045354648779724324,0.007032193663869857,0.06335831022661191,0.03356532982739992,0.12088606073970669,0.8551192217781436,0.01876997741939891,0.1758959881451878,0.018493359271027878,0.07166500282383656
economics,0.3231963150900924,0.0512852072685707,0.08455460077724293,0.03602365131542629,0.10042208284627578,0.06503438265073629,0.04273767272380892,0.04240917824979643,0.08806121377822865,0.03921946500162402,0.11277179185307583,0.9126318502036058,0.04598605548213702,0.0673680297678783,0.04763185171606313,0.05194608607837731
economics,0.29046423763345897,0.09040794212171845,0.168333000017789,0.04041174035478369,0.1160684074583898,0.035301439155538974,0.06575123063397706,0.053521983952142624,0.0502312208867558,0.059608622437895165,0.0690047314416659,0.9078617048700348,0.02380969766197412,0.014395089404721204,0.0625568208433914,0.12587120959165485
economics,0.30465272260604476,0.046913002695591725,0.024956740677746593,0.11533387685174937,0.08148535980107771,0.12456268780701235,0.05544263954933567,0.04165912172914789,0.04691728649063961,0.04418732310904715,0.19494813635446398,0.8840635121888888,0.020591561323480334,0.186741577177416,0.02840333721223021,0.06531501830802267
economics,0.5181150083209568,0.04807264958513871,0.12502672687244812,0.27576459332723374,0.13311531074174138,0.16518345994865077,0.01602421652837957,0.0695670921326218,0.01958694192551391,0.04980755303771557,0.029897113642633203,0.7470939836631123,0.12378998748488017,0.014032895040442698,0.030491415380552517,0.09543657533378952
economics,0.35729564440773065,0.035197599157846864,0.0,0.043265995923234775,0.17543469938622352,0.10582532070385828,0.14079039663138745,0.03820147180245066,0.10755804026382249,0.0182339261719898,0.18059186889370696,0.8583749513444512,0.0,0.15411805431575343,0.0,0.029946980716406873
economics,0.38179444181082467,0.06751975357944193,0.10009456731447793,0.04315865046370456,0.2019224257663697,0.08120212454657688,0.0702205437226196,0.08793851936000925,0.009903801460820193,0.06995648745229935,0.11589671688017278,0.862056892522514,0.06520029727957727,0.021286478552331706,0.02826534619088367,0.10340543253629152
economics,0.42862859744628756,0.05598541389024199,0.11416845240472669,0.050050204809253214,0.21139923819806344,0.07432580768073373,0.05598541389024199,0.04971549545536717,0.03110584784433027,0.0421860964903757,0.1281942169951881,0.8359932445953834,0.09338014335008146,0.08914206201323889,0.058107773903200766,0.060624789768736316
economics,0.2712289077343052,0.051838190480303914,0.008426256065916037,0.055755992388549044,0.12739375701344754,0.0593741051991785,0.021599246033459963,0.02578685219583253,0.018481042356117867,0.051471114736584944,0.11888116843253879,0.9171605706352399,0.11054349423711546,0.14942943518188037,0.04109976806332998,0.07167095647784048
economics,0.3320811536564285,0.06811283440636914,0.07928756005511012,0.05671790984592858,0.11681495306576839,0.056623540609802216,0.02416907027322776,0.052463467885611285,0.08594231906838679,0.027317795648379644,0.08608728503132472,0.9109198697314506,0.05092103569412568,0.05580019663187978,0.05017059885064356,0.0429966972713068
economics,0.3425181511858366,0.048980107075134435,0.11464814754507117,0.015051972035995575,0.12409971241879694,0.22089584218899178,0.048980107075134435,0.0823983438451842,0.020954514617326767,0.068509475922128,0.166776577211737,0.8624944403965342,0.056757035494690626,0.07935274063538551,0.03495036998143231,0.07709593156208892
economics,0.3565685115880945,0.045523255148921415,0.129495947340799,0.027979308515514344,0.18593248767114906,0.23137632527486388,0.060697673531895216,0.078229889730164,0.023185256132052426,0.039305127497076,0.1450969826838298,0.8435267008873595,0.04762271403233316,0.08305438057256495,0.0830138742262717,0.06778152869073065
economics,0.4136113304201324,0.05836669009705051,0.07589966731799083,0.1326217104411651,0.13223451930013694,0.06533232130209723,0.05129193978225651,0.04223192337533377,0.015133486606907458,0.06047309723372227,0.16004618335524268,0.8499845000500688,0.04269822896722985,0.11152034245931947,0.062262081243263434,0.07674698155774716
economics,0.333534706847338,0.04203748170256356,0.01555132682471896,0.12294799422879535,0.1348676908046136,0.07969428438094317,0.017394820014853887,0.055064765251964756,0.0141748512876244,0.058573401733246,0.18931681563512454,0.862982250541203,0.02799544765218983,0.2069172843417683,0.07723203962836653,0.09989959190668082
