,about,after,all,also,and,and the,are,article,bank,banks,because,been,between,business,but,can,capital,centermwparseroutput,central,citation,countries,currency,debt,demand,during,economic,economics,economy,example,exchange,federal,federal reserve,financial,first,for,for the,free,from,from the,gold,goods,government,growth,had,has,have,his,income,inflation,insurance,interest,international,into,its,july,many,market,markets,may,monetary,money,more,most,national,new,not,often,one,only,other,over,people,policy,political,price,prices,production,public,rate,rates,reserve,retrieved,since,social,some,state,states,such,supply,system,tax,than,that,that the,the,the united,the world,their,theory,there,these,they,this,those,through,time,trade,two,unemployment,united,united states,university,used,value,was,wealth,were,when,where,which,while,who,will,with,with the,work,world,would
random,0.0,0.0,0.0,0.0,0.19573766311887816,0.0,0.0,0.086770526354653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32062698504501186,0.0,0.4007837313062648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36040718616313294,0.17009942281303522,0.0,0.07453851560356954,0.0,0.0,0.0,0.0,0.0,0.0,0.086770526354653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16675082142432307,0.0,0.0,0.0,0.0,0.31464780726621316,0.0876491985985341,0.0,0.0,0.0,0.0,0.08944484184796915,0.0,0.0,0.0,0.12231479699957454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176186506441893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4979059275424401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513692873644311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07598759582300434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07382649219459508,0.08944484184796915,0.0,0.0,0.0
random,0.0,0.016803906973119103,0.049100195735053795,0.0,0.19175843749579785,0.0,0.043891656651223465,0.0,0.0,0.0,0.018544371245441876,0.03273346382336919,0.0,0.0,0.0,0.027988337740592107,0.0,0.0,0.02037165141062848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047840116367267156,0.12461658740765269,0.0,0.0,0.025772891888855128,0.0,0.0,0.0,0.0,0.021695470577947677,0.0,0.0450034598241402,0.016281398377719934,0.0,0.0,0.0,0.0,0.021146155205472937,0.0,0.05041172091935731,0.016366731911684595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07252969693204792,0.015153060812473656,0.0,0.03838723724002655,0.015076837701729587,0.0,0.015463497094735936,0.017447578038348188,0.0,0.0,0.0,0.0,0.0,0.0,0.02000443937259062,0.0,0.0,0.0,0.22844745495162488,0.018439889423051026,0.0,0.0,0.11383680269656991,0.0,0.0,0.0,0.0,0.0,0.0,0.04198250661088816,0.0,0.38735772988351613,0.0,0.0,0.016112744469307334,0.0,0.0,0.017638820653405815,0.0488441951331598,0.014485829719402567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8348032197748462,0.0,0.0,0.03941090205879799,0.0,0.01578320148822137,0.0,0.034895156076696375,0.028544696389775796,0.0,0.0,0.0,0.03829004749673846,0.0,0.02024784307390167,0.017075043021001997,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15977949184305973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14905395271381808,0.0,0.5904034341370242,0.0,0.7380042926712803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1622151648235337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11460567232705324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13992377316407018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.04370433631947064,0.017854852552110962,0.0,0.007508108709229267,0.3775392547155211,0.05578773025286971,0.031091144816464886,0.0,0.0,0.0,0.0,0.008695167900849649,0.03727985594282371,0.010439155094929665,0.016514589940748916,0.0,0.010377645954125537,0.0,0.0,0.0,0.0,0.0,0.0,0.01160153077664019,0.0,0.009796576095442804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08472020080209107,0.09930774420214572,0.015623245612351667,0.0,0.08900051351585551,0.01578020093140436,0.0,0.011305903757872693,0.00990813927990883,0.0,0.04487518884104485,0.023909027251229877,0.0,0.0,0.010757089204347413,0.0,0.0,0.0,0.0,0.008927426276055481,0.008695167900849649,0.0,0.009120310514116005,0.0,0.0,0.0,0.0,0.0,0.0,0.018438523063726737,0.0,0.032201519200587184,0.008257294970374458,0.0,0.008009884681792008,0.026640629713721165,0.01643061110777249,0.04634694981418537,0.04031878480011461,0.0,0.0,0.0,0.0,0.05800765388320095,0.0,0.011305903757872693,0.0,0.0,0.0,0.0,0.0,0.027214418880261645,0.05039848100014327,0.009319963985705927,0.0,0.0,0.0,0.0,0.0,0.029738777079423222,0.0,0.8403168357158025,0.0,0.03307464508579907,0.008560231771383204,0.0,0.03648124205646402,0.0,0.0,0.023087698070633076,0.0,0.00990813927990883,0.0,0.0,0.00897503776820897,0.0,0.0,0.0,0.0,0.056534885972947514,0.0,0.25823365873834897,0.0,0.1006218622216554,0.0167703103702759,0.0,0.022747448524895877,0.0,0.0,0.0,0.1152735254479903,0.024645916661658735,0.010757089204347413,0.027214418880261645,0.03727985594282371
random,0.0,0.0,0.0,0.0,0.09837674458718562,0.0,0.0,0.13083126322556068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12204893567608918,0.0,0.48343642985625873,0.0,0.6042955373203234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173665617680743,0.1282366449502054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15216754560007353,0.0,0.0,0.0,0.0,0.16265333983488456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26565130084468097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187683722240031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11457292664519937,0.0,0.13765182920491173,0.0,0.0,0.0,0.0,0.1397990559899506,0.0,0.0,0.0,0.0,0.2978370272149846,0.0
random,0.07346180602238246,0.0,0.0,0.06310120139573389,0.15109493120300574,0.06698039866779437,0.06532565878661449,0.0,0.0,0.0,0.0,0.2192331899270906,0.0,0.0,0.0,0.06248419656753192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14240460973955565,0.11128302674241011,0.0,0.0,0.05753819529487013,0.0,0.0,0.0,0.0,0.0,0.0,0.20094119600338314,0.07269671432843196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07665080153080794,0.08187240708650896,0.0,0.0,0.0,0.0,0.07120230486977783,0.0,0.0,0.1353173366967292,0.0,0.0,0.06731833089218094,0.07463289828716654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07832877056509574,0.0,0.0,0.7686927560987927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12935894085888608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07919036523979728,0.0,0.2932838877356382,0.0,0.0,0.0,0.0,0.1274525437494979,0.0,0.07157155157513438,0.0,0.22795426452653392,0.0,0.0,0.0,0.0
random,0.17455504901683366,0.0,0.04341060827602086,0.0,0.47869561159985613,0.07957718034499207,0.0,0.07957718034499207,0.0,0.0,0.09837302159098213,0.0,0.04652990147442329,0.0,0.041224528550329265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19025170018433324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042296543229786654,0.09915874268312588,0.03899951116594242,0.0,0.23925724572723125,0.118173932170388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09255482153371192,0.0,0.0,0.0,0.0,0.0494663654490615,0.0,0.04341060827602086,0.0,0.04553313191862312,0.0,0.0,0.0,0.0,0.0,0.042296543229786654,0.09205428935185987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10064572605618878,0.0,0.05608740126752895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04890938647475016,0.0,0.0,0.0,0.0,0.0,0.0,0.0500344847382799,0.0,0.0,0.0,0.0,0.6849436920943712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536870483112596,0.0,0.0,0.08591945102867746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10453224506339515,0.0,0.16745148166263704,0.04186287041565926,0.0,0.0,0.0,0.0,0.0,0.06770621696583042,0.0,0.05370474624124376,0.0,0.0
random,0.0,0.0,0.0,0.11866508430244148,0.4735697670907962,0.0,0.0,0.0,0.0,0.0,0.0,0.1374264640987232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1338996298487521,0.10463675379968068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5038404644423977,0.0,0.0,0.0,0.0,0.0,0.0,0.1565973840369991,0.14109728996727636,0.0,0.0,0.14414581060762466,0.0,0.0,0.0,0.0,0.0,0.1338996298487521,0.0,0.15225244485747522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14730131846653063,0.0,0.0,0.4517395701642412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1565973840369991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22061422916141313,0.0,0.0,0.0,0.0,0.1198405617806295,0.0,0.0,0.0,0.10716995643038181,0.0,0.17001497270726187,0.0,0.0
random,0.0,0.0,0.01969272027158148,0.06801712687573473,0.32573208999504266,0.07219853463333063,0.017603720387447768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018701030492537307,0.016838013507099008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022697565203847345,0.0,0.0,0.0,0.0,0.0,0.10495850528877994,0.03538335419011181,0.0,0.1395466480315268,0.053608237295992324,0.0,0.0,0.0,0.0,0.020326566457554863,0.10829780194999594,0.09795022781967772,0.020993212058449003,0.0,0.0,0.0,0.0,0.0,0.0,0.01969272027158148,0.024511505098538815,0.020655578568747356,0.0,0.0,0.0,0.0,0.0,0.019187337550834037,0.020879681741372322,0.0,0.03646482259848938,0.0,0.02309407672361849,0.03628139680448085,0.0,0.03721186665123351,0.041986424116898007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04437435478341154,0.0,0.0,0.0,0.0,0.04087061281556995,0.0,0.0,0.0,0.0,0.033676027014198015,0.0,0.8544711518943601,0.0,0.024969030354312593,0.07754847366077042,0.0,0.0,0.021223318309511068,0.15672036451148436,0.052288763713841745,0.022828384679068815,0.0,0.019488182522544938,0.0,0.040653132915109726,0.0,0.0,0.0,0.0,0.0,0.0,0.06322645832880228,0.0,0.03798121379084292,0.03798121379084292,0.020993212058449003,0.017172723432946433,0.0,0.038573681613835537,0.022062677798720055,0.16892778156494542,0.05581779997685027,0.0,0.06163491544657467,0.0
random,0.036672703086690274,0.0,0.0,0.015750304467699403,0.23885457661324447,0.016718567143746525,0.0,0.0,0.0,0.026803388664456675,0.0,0.03648096934659519,0.0,0.0,0.01732192685264825,0.0,0.0,0.061777011189982196,0.0,0.07722126398747774,0.0,0.0,0.0,0.0,0.019985225726484774,0.0,0.0,0.0,0.0,0.0,0.07758933130605335,0.0,0.0,0.03554474259429158,0.19443672389080927,0.049161024040389974,0.0,0.12925580922928043,0.033103272589217234,0.0,0.0,0.0,0.0,0.05648276400871546,0.0,0.018145381690808496,0.0,0.0,0.0,0.0,0.0,0.02078502275481247,0.0,0.0,0.022703909206213867,0.0,0.0,0.0,0.03212882209406969,0.0,0.0,0.03554474259429158,0.0,0.0,0.4221966471298773,0.069287707410593,0.0,0.0,0.0,0.01723384260670527,0.019445071961339214,0.0,0.023127694356284346,0.0,0.0,0.0,0.0,0.0445893134613082,0.0,0.0,0.0,0.2715747903366694,0.0,0.022429521003474954,0.038059774205518385,0.084579640620926,0.23461397710837936,0.0,0.0,0.0,0.0,0.0,0.10917408369618126,0.020096253142493935,0.5995896612739412,0.167230268377073,0.0,0.01795741936283174,0.0,0.019132337183758365,0.0,0.0,0.016144246536360894,0.0,0.0,0.0,0.0,0.0,0.0,0.22229155393169525,0.21898973163316912,0.06343473046569449,0.0,0.0,0.08784575428294472,0.0,0.10554089102025406,0.0,0.019445071961339214,0.03181264896444725,0.020096253142493935,0.01786453670611459,0.0,0.08534740206815143,0.03446768521341054,0.0,0.019029887102759192,0.019551164759031615
