,about,according,act,after,against,all,also,american,amount,and,and the,any,april,archived,archived from,are,article,assets,bank,banks,based,because,been,before,being,between,bitcoin,both,business,but,called,can,capital,capitalism,centermwparseroutput,centermwparseroutput citation,central,century,citation,citation centermwparseroutput,company,competition,cost,could,countries,country,credit,crisis,currency,debt,december,demand,depression,developed,development,different,displaystyle,does,due,during,during the,each,early,economic,economics,economists,economy,even,example,exchange,federal,federal reserve,finance,financial,first,for,for example,for the,form,free,from,from the,game,gdp,general,global,gold,good,goods,government,great,growth,had,has,has been,have,high,higher,his,history,how,however,human,imf,include,including,income,increase,index,individual,inflation,information,insurance,interest,international,into,investment,its,january,july,june,known,labor,labour,large,later,less,level,made,many,march,market,markets,may,model,monetary,money,more,most,much,national,nations,new,not,number,october,often,one,only,original,other,out,over,part,party,people,per,period,policies,policy,political,poverty,power,price,prices,private,production,public,rate,rates,real,reserve,resources,result,retrieved,risk,same,school,see,services,should,since,smith,social,social capital,society,some,standard,state,states,stock,such,supply,system,tax,taxes,term,than,that,that the,the,the economy,the federal,the first,the market,the new,the original,the same,the united,the world,their,them,then,theory,there,these,they,this,those,through,thus,time,times,trade,two,under,unemployment,united,united states,university,use,used,value,war,was,was the,wealth,well,were,what,when,where,which,while,who,will,with,with the,within,work,workers,world,would,year,years,york
random,0.0,0.0,0.0,0.10027561496129396,0.0,0.13022242267635964,0.0,0.0,0.0,0.31412131532962195,0.0596785764230043,0.0,0.0,0.0,0.0,0.05820422687562441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03626972077628456,0.0,0.0,0.0,0.0,0.030916164243660255,0.0,0.0,0.0,0.0,0.11025957104419547,0.055129785522097734,0.0,0.0,0.13782446380524432,0.08269467828314661,0.0,0.0,0.0,0.0,0.0,0.04003219509866732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07133923682539572,0.0,0.0,0.038401721143436096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031720117207276494,0.04957579193406169,0.0,0.0,0.0,0.039318087165500684,0.12816427094504954,0.029541350136068453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06720693465124437,0.0596785764230043,0.0,0.0,0.0381786591561356,0.0,0.10411665692861073,0.0,0.0,0.0,0.0,0.0,0.0,0.03709709565005787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03908527364443328,0.0,0.0,0.03626972077628456,0.0,0.0,0.0,0.16012878039466927,0.0,0.0,0.0,0.0,0.03885497707559209,0.0,0.0,0.0,0.04521354192106269,0.0,0.0,0.031720117207276494,0.0,0.0,0.0,0.0,0.06028290499931031,0.0,0.0,0.0,0.0381786591561356,0.08996950379640979,0.06649684404226379,0.0,0.0,0.0,0.0,0.0,0.21357088366226784,0.1509576898315174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08466094011549084,0.0,0.0,0.0,0.0,0.0,0.06058831455291048,0.0,0.0,0.0,0.033783234005458525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6848942422420824,0.0,0.0,0.0364735713763141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10468472000607829,0.0,0.0,0.0,0.03238586592525503,0.0,0.03773942245787935,0.03709709565005787,0.0,0.0,0.0,0.0,0.10081040197686657,0.0,0.0,0.0,0.0,0.0,0.0,0.03527874092962971,0.0,0.0,0.28744292034068,0.0,0.0,0.0,0.09418465823580051,0.0,0.0,0.03470555230953691,0.0,0.10760334022664386,0.09565384191517314,0.0,0.15232798998370528,0.030758951536435604,0.0,0.0,0.0,0.0,0.0,0.04027565175017936,0.07055748185925942,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092372285884369,0.0,0.0,0.0,0.0,0.0,0.1198110429180669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4539297198030871,0.22696485990154355,0.0,0.0,0.5674121497538588,0.3404472898523153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21105676740038792,0.12161934481402452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12284593172906048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16091090456657997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17207851267299434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31074028856812524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15537014428406262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17622838120277567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.01628045766860783,0.0,0.0,0.016627936472311464,0.0,0.0,0.0,0.053529110926553304,0.0,0.41298604127140437,0.029688122418478412,0.0,0.0,0.0,0.0,0.014477341085588853,0.0,0.0,0.0,0.0,0.0,0.0,0.032390679015563396,0.04007161535382803,0.0,0.0,0.0,0.05123684178775544,0.0,0.030759542998139273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02092471268453922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035488916174896794,0.0,0.0,0.07641435615392038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015779711568573992,0.12331160260083705,0.0,0.04364903066692453,0.0,0.0,0.08926049364734777,0.02939169369692493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02092471268453922,0.0,0.05014984830957815,0.0,0.0,0.016110899586518623,0.0,0.0,0.17264867014644,0.07686291712488821,0.016896233183710925,0.017454106937184865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03325587294462293,0.0,0.0,0.01944363385096391,0.0,0.0,0.01804298921036762,0.0,0.0,0.0,0.05974408808006635,0.0,0.0,0.0,0.0,0.03865813781518752,0.0,0.0,0.0,0.0,0.0,0.0,0.015779711568573992,0.0343429988292622,0.0,0.0,0.0,0.01499437797138169,0.030759542998139273,0.0,0.0,0.0,0.014918953068994297,0.0,0.019794952898974573,0.015301563365136557,0.0,0.0,0.0,0.0,0.018774117297816608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040767579874638,0.01507034355868715,0.0,0.0,0.06277413805361766,0.0,0.0,0.0,0.0,0.0,0.019914696026688786,0.0,0.02189506434018853,0.0,0.0,0.0,0.0,0.0,0.01680604409423453,0.0,0.0,0.0,0.0,0.0,0.0,0.041542865834174984,0.0,0.8091916756319567,0.0,0.0,0.018144398156952752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01955945089500891,0.0,0.0,0.0,0.08727053468592433,0.0,0.04300240236540139,0.0,0.0,0.0,0.048081381544483735,0.0,0.0,0.03343323220638543,0.018560026096160462,0.0,0.0,0.0,0.09387058648908304,0.0,0.0,0.019914696026688786,0.02119300939593868,0.16899216153283775,0.018992623060690224,0.0,0.03588508300097539,0.031235839628922055,0.0,0.0,0.034529734029288,0.028245776351290334,0.0,0.031723086561213504,0.0,0.1136672224470264,0.030603126730273114,0.0,0.0,0.0,0.016896233183710925,0.01735906455976045,0.0,0.017550009438310026,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19932134160283627,0.0,0.0,0.0,0.0,0.0,0.0,0.1325387570972204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12364181038028142,0.0,0.0,0.48974581433337305,0.24487290716668653,0.0,0.0,0.6121822679167164,0.36730936075002985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18683131069946662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1695801855703143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13455917327080788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19013320409653978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0509340120592228,0.04398053078428436,0.0,0.0,0.31593227035954924,0.0,0.0,0.0,0.0,0.0,0.04553094210124809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04836906732491223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06114983144158594,0.0,0.0,0.06301220603259752,0.06008039744970175,0.0,0.0,0.0,0.0,0.06339750319209786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11634374168374706,0.0,0.0915168734517435,0.0,0.0,0.08020640854578995,0.046218138263814906,0.0984967077765671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17919423514610305,0.0,0.0,0.06043307622333281,0.0,0.0,0.0,0.0,0.12450944534798676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06114983144158594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05674483264668332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09673813464982446,0.11674180619024405,0.0,0.0,0.0,0.0,0.0,0.04812310434062513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06885953027442107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043550488261470795,0.0,0.770164471452059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901611182485552,0.0,0.0,0.0,0.1512149631833354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551944213297196,0.0,0.0,0.28617986781388677,0.11946282343073536,0.0,0.0,0.04911803891406604,0.06008039744970175,0.0,0.0,0.044416194937051644,0.0,0.0,0.0,0.1191603645413627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.08053856581768508,0.0,0.0,0.0,0.06510091521741601,0.0,0.0,0.0,0.44867377559481,0.05966913937188461,0.0,0.08152925496177249,0.0,0.0,0.058195022965321426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08053856581768508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08464755257061966,0.0,0.0,0.0,0.10957821430430076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06343020252754931,0.0,0.0,0.0,0.0,0.07862373949020089,0.051257601664695736,0.059073357447690066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719630713101993,0.0,0.0,0.0,0.0,0.0,0.1388002571011556,0.23172621274964578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15631637215655503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07252797079607398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06902481587438641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800517295108966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556637211435557,0.0,0.5563885754556599,0.0,0.0,0.07293560752581058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22640072804272884,0.0,0.0,0.0,0.08519020593695983,0.41803267871537064,0.07634524382994494,0.0,0.0721241979797317,0.06277984312864172,0.0,0.0,0.0,0.05677021746323714,0.0,0.0,0.0,0.05076796738666345,0.0,0.0,0.16107713163537016,0.0,0.06791831955470497,0.0,0.08053856581768508,0.07054632451263534,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046029152467370035,0.0,0.4319058742405646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041778636253869766,0.0,0.0,0.0,0.0,0.0,0.0,0.039674739687829745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09856192236026716,0.0,0.0,0.0,0.0,0.0,0.0,0.11222021432315184,0.0,0.0,0.0,0.0,0.0,0.15905163916035006,0.0,0.0,0.0,0.0,0.16447331716023086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043123358002794404,0.1148783512984708,0.04733740034361531,0.0,0.0489947055434172,0.0,0.44537664593549736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10031632936407842,0.0,0.0,0.0,0.0,0.0,0.0,0.0513733497840934,0.0,0.0,0.0,0.0,0.049862624900720826,0.0,0.0,0.036794482042969895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07736110290474527,0.0,0.335151236028654,0.14958787470216245,0.0,0.0,0.0,0.0,0.0,0.04654496330813237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05106445199443799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04680656495533665,0.10795771950863414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04358671084997286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4669290972760949,0.0,0.0,0.0,0.0,0.0,0.0,0.04760673418250396,0.0,0.0,0.04113029368765747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043123358002794404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20120495043679543,0.0,0.0,0.0,0.0,0.0,0.04028908382296987,0.0,0.2185943706808438,0.046029152467370035,0.0,0.0,0.13032175880859595,0.0,0.0,0.0,0.0,0.0,0.0,0.051685777910619214,0.045273238033869755,0.0
random,0.012029176284086698,0.0,0.0,0.061429593423442556,0.014281710135522681,0.02393256969616863,0.015498982051210466,0.0,0.0,0.42885084734142886,0.04387145194376608,0.0068960896930821075,0.02997199916672338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013558432425544697,0.02393256969616863,0.02220584956322046,0.0,0.0,0.0,0.00630957899188545,0.0,0.06250026411137473,0.0,0.0,0.0,0.0,0.020263751928828976,0.010131875964414488,0.0,0.0,0.025329689911036218,0.015197813946621732,0.00836660028889144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02319103025539004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006555442689153751,0.007492999791680845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02914797237801644,0.1047782311231788,0.0,0.05375175309458816,0.0,0.0,0.04710863588483784,0.016287527290307278,0.0,0.0,0.006935835931351588,0.0,0.009812634324548326,0.007681709614871743,0.0,0.013635575332167723,0.007730343418463346,0.0,0.04323004557068206,0.01096786298594152,0.006779216212772349,0.01785584181657937,0.0,0.0,0.33804801598940415,0.0,0.006242077822412784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006142959342344255,0.0,0.005983142424042158,0.02873271795638418,0.014894420274057508,0.02960779941762728,0.013331461702203241,0.0,0.0,0.0,0.05150044790438244,0.0,0.0,0.026662923404406482,0.0,0.02142256520328402,0.0,0.0,0.015808076535400985,0.0,0.0,0.00740194985440682,0.0,0.012687542188631376,0.0073129694141245835,0.0,0.0,0.0,0.0397728953436021,0.006856742921252753,0.028563420271045362,0.0,0.027557996232960756,0.012220939542584944,0.0,0.005652949287054356,0.0,0.012756528905260535,0.006935835931351588,0.009812634324548326,0.0,0.0,0.0,0.0,0.022758653361212845,0.0,0.0,0.008197582494807842,0.007357206843483206,0.0,0.0,0.0,0.0073129694141245835,0.0,0.0,0.015172435574141897,0.0,0.0,0.0,0.0,0.0,0.013406389945627765,0.0,0.006208758720508642,0.0,0.0,0.0,0.0,0.0,0.0,0.008088826311295899,0.012484155644825568,0.0,0.027743343725406353,0.0,0.0,0.012417517441017285,0.0,0.0,0.0,0.0,0.0,0.0,0.08696878524381145,0.032959306425986726,0.7040931666580077,0.0,0.0,0.0,0.0,0.0,0.0,0.013635575332167723,0.0,0.0,0.04712234331069486,0.0,0.057717579803348004,0.0,0.012551365857377655,0.006448176504077702,0.023807789088772496,0.058251006425849176,0.0,0.027271150664335445,0.0,0.00592099872491367,0.014451932963142497,0.0,0.012351441591623444,0.006856742921252753,0.0,0.00662862184489081,0.0,0.006935835931351588,0.0,0.0064836063462726115,0.0,0.015658923797063747,0.3409736681267214,0.02104967951866455,0.0,0.00662862184489081,0.06923787320836938,0.0,0.0,0.0191347933578908,0.010435008337195389,0.006591861285197346,0.03515895636545798,0.006703194972813882,0.0933172685634607,0.02826474643527178,0.007492999791680845,0.0,0.0,0.0,0.07054370864853646,0.00740194985440682,0.01945081903881784,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2381563392297011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1110847935381696,0.0,0.0,0.4400074093389513,0.22000370466947566,0.0,0.0,0.5500092616736891,0.3300055570042135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19783965753040836,0.0,0.11671663623619714,0.0,0.0,0.10229176169339987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16072604870674545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15505663264464195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274822449748576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1208933930640531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2562350186015617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22997513014502777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1272403498272955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3824569594015873,0.25431481463371386,0.0,0.0,0.0,0.0,0.0,0.25431481463371386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372433903599471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5086296292674277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3518073799358854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621529375255234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28947350388510545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3648267994550227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.0,0.0,0.10595395094445366,0.0,0.0,0.0891089724254542,0.0,0.0,0.28449355977142665,0.0,0.0,0.12923948997708706,0.14139215402759328,0.1423499791232505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34950981410832244,0.17475490705416122,0.0,0.0,0.43688726763540303,0.26213236058124184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15714940353070556,0.0,0.0,0.0,0.0,0.16250623901077155,0.09364258990657212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22002500139186743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12389569990584455,0.0,0.0,0.22994145988829928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10054902412204737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1261343205092344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192057799209433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10708886063499126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713792292847084,0.0,0.0,0.0,0.0,0.0,0.1359141080458522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24849820878527862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16095391072326634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
